iter,stage,env_steps,mean_rew,success_rate,mean_depth_mm,ep_done,approx_kl,entropy,pol_loss,val_loss,steps_per_s
0,0,48000,14.52258014678955,0.7235416738937298,23.979604562123615,1000,0.006020926147063922,1.2602476738393307,0.0023745970029267482,44011.145263671875,46838.07311979368
1,0,96000,14.637992858886719,0.7293125074356794,23.971992135047913,1000,0.0022306138926699833,1.2631984427571297,-0.00012110120951547287,44169.79724121094,87339.63038455673
2,0,144000,14.683404922485352,0.7315833422665795,23.974160114924114,1000,0.0022270053329290634,1.2659307271242142,-4.34421081081382e-05,44139.6796875,87648.46989186664
3,0,192000,14.599662780761719,0.7273958410757283,23.97761793931325,1000,0.0019054609010069421,1.2680047415196896,-0.0001717023114906624,43672.54919433594,89024.75830738957
4,0,240000,14.362587928771973,0.7155416728928685,23.974277238051098,1000,0.0016243692541199077,1.2704163193702698,-0.00028238354934728704,42754.09777832031,87562.40695828128
5,0,288000,14.69550609588623,0.7321875078293184,23.981078803539276,1000,0.0018970709537071192,1.273304309695959,-0.00016601041170360986,43770.5703125,87659.35619246215
6,0,336000,14.580520629882812,0.7264375050241748,23.987110555171967,1000,0.002136868333279078,1.276429932564497,-0.0005321979083419137,43299.656494140625,86997.89396886791
7,0,384000,14.583861351013184,0.7266041748225689,23.987741629282635,1000,0.0029203636506053956,1.2780530117452145,-0.0008248994670339016,43168.16748046875,85271.39870619844
8,0,432000,14.507221221923828,0.7227708402400216,23.996859053770702,1000,0.002172406263348724,1.2750304080545902,-0.00028403360602169414,42840.332275390625,88499.46273482076
9,0,480000,14.608870506286621,0.7278541745617986,23.993616819381714,1000,0.001958306000356364,1.2733878158032894,-0.0002971452859128476,43033.402587890625,88518.20431976736
10,1,528000,10.096424102783203,0.5022291732408727,23.99888038635254,1000,0.0018089517521275413,1.2726306803524494,3.262228983658133e-05,25235.491577148438,86535.18069252651
11,1,576000,10.204337120056152,0.5076250072258214,23.99627520640691,1000,0.0023605513126394723,1.270762536674738,-0.0005874210501133348,25557.640197753906,88424.04857801934
12,1,624000,10.109755516052246,0.5028958415593175,24.00207285086314,1000,0.002615126461244169,1.270642638206482,-0.00019740006905522023,25143.19696044922,85388.85476244266
13,1,672000,10.093506813049316,0.5020833402328814,24.002771973609924,1000,0.0027047288342776786,1.2705099172890186,-9.997159213526174e-05,24976.30242919922,88321.68425367174
14,1,720000,10.058091163635254,0.500312507385388,24.00774594148,1000,0.0013636708060857927,1.2732460051774979,9.516345562587958e-05,24782.993041992188,84909.2725755002
