iter,stage,env_steps,mean_rew,success_rate,mean_depth_mm,ep_done,approx_kl,entropy,pol_loss,val_loss,steps_per_s
0,6,192000,0.22042924165725708,0.008802083721093368,37.85368621349335,2000,0.027817651898600162,1.2591738253831863,0.004118734274015878,464.6830596923828,119678.4731588353
1,6,384000,0.2124568670988083,0.008354167056192333,37.672633427505694,2000,0.006816442827732923,1.26960027217865,0.0004070422835411591,418.4588232040405,156296.13470475312
2,6,576000,0.19259712100028992,0.007348958684815443,37.624970374939345,2000,0.007443629617822202,1.2805033214390278,0.0005830660493302275,347.25262451171875,156619.92982471423
3,6,768000,0.23118281364440918,0.009291667079499652,37.53833980066702,2000,0.006375319402936536,1.2873559705913067,0.0005758857869295753,463.98372745513916,155478.99109526176
4,6,960000,0.1680288463830948,0.006187500349066492,37.81490860072275,2000,0.006924454717470023,1.2932250574231148,0.0007128976239982876,284.73602533340454,157912.99955888133
5,6,1152000,0.1998177021741867,0.007734375344322568,37.78105438589895,2000,0.030667531804647295,1.297166496515274,0.005491155825438909,387.2525291442871,162604.34600111647
6,6,1344000,0.21406938135623932,0.008473958718847522,37.887094751621284,2000,0.006754648478226348,1.3010866045951843,0.0007418535747092392,446.8478536605835,154722.51992870646
7,6,1536000,0.189714252948761,0.007260417018793912,37.87569058251878,2000,0.0026774743132288374,1.3060075156390667,6.311352262855507e-05,324.9875898361206,157018.9039913219
8,6,1728000,0.17264990508556366,0.0064270835973729845,37.91648479582121,2000,0.0025351045256005213,1.309693481773138,-6.860486519144615e-05,324.7345128059387,158205.61190792272
9,6,1920000,0.19275471568107605,0.007406250331162785,37.83352226143082,2000,0.003629013388660193,1.3124769404530525,0.00014463009210885502,363.551851272583,158554.8197208233
10,6,2112000,0.21626166999340057,0.008588542034582739,37.88741118709246,2000,0.003243284117993122,1.3167773894965649,5.5862012686702656e-05,452.40990352630615,156078.06390482793
11,6,2304000,0.18556831777095795,0.007031250340636082,37.636027533832625,2000,0.002890014482892487,1.3195242322981358,3.3650964724074584e-05,346.59898376464844,157336.43471283777
12,6,2496000,0.18036553263664246,0.006791666982583895,37.87325987561295,2000,0.002933261594836949,1.3234754279255867,9.754109629511731e-05,324.4660539627075,156743.11014956122
13,6,2688000,0.1807829588651657,0.006833333594840951,37.941885893543564,2000,0.0031197432662156644,1.3311414942145348,0.0002759805869629872,319.1987133026123,157200.68122594393
14,6,2880000,0.226238414645195,0.00910937538416571,38.01887422427535,2000,0.0021711390666174944,1.339181311428547,3.2076788556878455e-05,466.199423789978,154942.72372715225
15,6,3072000,0.1761033535003662,0.006593750314398979,37.943452298641205,2000,0.0036426255365125445,1.344052068889141,0.000326302864777972,307.5474853515625,157142.26806751624
16,6,3264000,0.21305325627326965,0.008385417040093065,37.55436474084854,2000,0.0045482448766415474,1.3504209108650684,0.0003822906546702143,444.53817558288574,155466.33756197325
17,6,3456000,0.19415880739688873,0.007463542040568427,37.88673394670089,2000,0.002562223180493068,1.3616214990615845,0.00013021902941545704,374.63434886932373,155295.5793795581
18,6,3648000,0.1995142251253128,0.007739583621514612,37.817742990640305,2000,0.003166603665764947,1.3734332881867886,9.603727713169974e-05,378.00521659851074,157609.36693869508
19,6,3840000,0.2217383235692978,0.008848958686333694,37.916546657681465,2000,0.0022288190714073912,1.379257693886757,6.97501400281908e-05,476.97162342071533,155327.71049512914
20,6,4032000,0.2380097210407257,0.009661458746146915,37.553044113796204,2000,0.0018929465163128045,1.3849463947117329,7.810964882537519e-05,534.6197624206543,155317.75459995266
21,6,4224000,0.19612011313438416,0.007562500267037346,37.62150212563574,2000,0.003186998604791976,1.3896314464509487,2.3182432471458014e-05,383.32872676849365,155587.51714168492
22,6,4416000,0.17364183068275452,0.006442708661779761,37.72788295522332,2000,0.0035462586754292716,1.396171860396862,0.00012647998710235697,308.28974533081055,158407.92353937923
23,6,4608000,0.19783805310726166,0.007666666939257993,37.85108018356065,2000,0.0036585341683651983,1.404699619859457,-6.401992186511052e-05,394.0374689102173,156746.5762895098
24,6,4800000,0.207015261054039,0.008119792029295544,37.80923756274084,2000,0.0027592437986944177,1.4114861860871315,2.794367128444719e-05,438.2019920349121,154795.0074262088
25,6,4992000,0.18297550082206726,0.006921875365757539,37.82220221528163,2000,0.003589155163839071,1.416452694684267,2.619958104332909e-05,367.21635341644287,152620.3754745138
26,6,5184000,0.23474662005901337,0.009479167019890156,37.77350099384785,2000,0.0028180385738645177,1.421526212245226,-6.891197654113057e-05,544.294454574585,157336.34110961918
27,6,5376000,0.20436888933181763,0.00800520873356921,38.04213962952296,2000,0.0021037670179575797,1.4228083454072475,2.932420375145739e-05,400.9903383255005,154910.07099991955
28,6,5568000,0.23374100029468536,0.009447917133002193,37.88215855446955,2000,0.0025359021776081743,1.4259630478918552,-6.768531693523983e-05,535.2363376617432,156593.81786037318
29,6,5760000,0.20652168989181519,0.00809375031288558,37.66701683898767,2000,0.0021906012240773026,1.431535430252552,1.1567587534955237e-05,450.1307716369629,155860.05496231443
30,6,5952000,0.2182305008172989,0.008671875388245098,37.91376616681615,2000,0.0023259145238431903,1.4389142654836178,-0.0001123608935813536,441.6101531982422,157278.7772719458
31,6,6144000,0.1925603449344635,0.0073906253395155845,37.831969254184514,2000,0.0026461156323275645,1.4422714971005917,9.301195018451835e-05,403.1726531982422,156390.17309128883
32,6,6336000,0.19775933027267456,0.0076510420009678155,37.8689748844287,2000,0.002334525627792269,1.4470859691500664,-1.0241295058222022e-05,425.23534774780273,157174.01269506183
33,6,6528000,0.21883097290992737,0.008713542058709814,37.74308524622271,2000,0.0025142404783691746,1.4516466297209263,-2.834516226357664e-05,443.14619731903076,157919.47318750716
34,6,6720000,0.19008959829807281,0.007296875284737325,37.976606483881675,2000,0.003040542537411966,1.4582341760396957,8.917741547520563e-05,401.16754627227783,157483.2099060119
35,6,6912000,0.18505989015102386,0.007041666943526555,38.09112765143315,2000,0.003253539762624617,1.4640362486243248,6.676945122308098e-05,376.71195793151855,154448.2717956208
36,6,7104000,0.18331241607666016,0.006937500322843941,37.812228165877364,2000,0.003707996077864664,1.4660135321319103,-4.336869460530579e-05,398.6601257324219,157755.55907512183
37,6,7296000,0.2233961522579193,0.008906250357540557,37.5566087414821,2000,0.002723058752148063,1.46739986166358,-3.245417246944271e-05,476.86431407928467,156704.68102912157
38,6,7488000,0.2132577747106552,0.008416667017324167,37.62126920092851,2000,0.002642034511357148,1.4683221280574799,5.974937067776409e-05,455.1846675872803,156148.19793327665
39,6,7680000,0.2075960636138916,0.008151042108996384,37.73609993327409,2000,0.0027684524669263433,1.4709757454693317,-4.318005176173756e-05,438.10580825805664,156947.49418022728
40,6,7872000,0.1769600659608841,0.006640625287521591,37.84568199329078,2000,0.0029782545217409886,1.4726129919290543,5.5448037301175646e-05,374.91234588623047,154894.0661951567
41,6,8064000,0.20439587533473969,0.007942708686944874,37.36976857762784,2000,0.002818585292746623,1.4760281704366207,1.2465627605706686e-05,444.60287380218506,156361.5088643439
42,6,8256000,0.2235819548368454,0.008885417091126632,37.31928898456196,2000,0.002317575304235409,1.4783766828477383,-0.00010657174607331399,468.7665367126465,156772.74755065626
43,6,8448000,0.18842634558677673,0.007161458664995735,37.62659191774825,2000,0.0026198837877939997,1.481060441583395,4.544438320408517e-05,386.72372341156006,137905.9988967738
44,6,8640000,0.1964006870985031,0.007572917002107715,37.47961522332238,2000,0.00239901085633998,1.485182661563158,7.687362099773054e-05,435.458776473999,157168.42123972025
45,6,8832000,0.19907234609127045,0.007723958675342146,37.66358746339878,2000,0.0027275805586053437,1.4901691600680351,-0.00015179645833995892,461.2775230407715,155963.22364062959
46,6,9024000,0.17954440414905548,0.006765625296490422,37.88368673312167,2000,0.003912483613719814,1.496897291392088,0.0002248844045880105,384.26327991485596,157839.46447033808
47,6,9216000,0.18947118520736694,0.007244791943473198,37.65129735444983,2000,0.003144705165953686,1.501459889113903,0.00020153481796114647,401.51662254333496,157183.2274458129
48,6,9408000,0.19308507442474365,0.007447916997383193,37.8281892494609,2000,0.0026203935770123888,1.5054975301027298,2.1451013253681595e-05,446.1895589828491,156040.676410032
49,6,9600000,0.23666545748710632,0.009583333770933677,37.68390564775715,2000,0.002654266581232756,1.5087389908730984,-2.5311479589618102e-05,536.8846435546875,156333.7093999564
50,6,9792000,0.21066202223300934,0.008312500356017457,37.709996899589896,2000,0.0035780405430899313,1.5139379911124706,-4.7124292393618816e-05,481.3133792877197,155593.45576219403
51,6,9984000,0.23808129131793976,0.009666667105193483,37.62521772272885,2000,0.0025827895405576176,1.5167555883526802,7.415395566567895e-05,545.2150087356567,156884.8290752377
52,6,10176000,0.21859663724899292,0.00869791707918921,37.766443176815905,2000,0.0023182320649260267,1.5203304700553417,-5.243881253136351e-05,517.490647315979,156822.70380525905
53,6,10368000,0.20202188193798065,0.007843750304042866,37.38241106644273,2000,0.0020314452052674218,1.5243663601577282,-5.553557252824248e-05,473.52476978302,158144.83978429058
54,6,10560000,0.2098538726568222,0.008229167022363981,37.581355725725494,2000,0.0025771356519447485,1.5309513323009014,-2.209506510553183e-05,458.9030637741089,155289.9920372703
55,6,10752000,0.1848801225423813,0.006994792049833147,37.557093356115125,2000,0.0023398301309935053,1.5391247980296612,0.00017362189123559801,416.67319679260254,157090.85012320333
56,6,10944000,0.18858732283115387,0.007192708662842051,37.6794653031975,2000,0.0030094954715459603,1.5451254323124886,0.00011734199324564543,434.0306615829468,157414.91869311855
57,6,11136000,0.2006763070821762,0.007807292033248814,37.566095401222505,2000,0.0026214781216440317,1.548183649778366,-0.00022179738289196393,453.80074310302734,156811.76564517923
58,6,11328000,0.1844479888677597,0.006994791968584953,37.62968802327911,2000,0.0030462062049191442,1.5533191449940205,0.0002243936697823301,433.9094076156616,156624.12632212252
59,6,11520000,0.21261514723300934,0.008380208700449051,37.49772128718905,2000,0.003099128306484393,1.5576227083802223,0.00024064209725338515,481.08636569976807,155845.6591484786
60,6,11712000,0.17041532695293427,0.006296875274225992,37.56246016263807,2000,0.0036725419385305333,1.5649225302040577,0.0001824729451982421,368.91934394836426,156779.76428447798
61,6,11904000,0.19117192924022675,0.00733333367134037,37.46993457401792,2000,0.0031304671479883833,1.5695348866283894,0.00020292962199164322,451.7096977233887,155355.66177816954
62,6,12096000,0.19365452229976654,0.007421875323416316,37.363076453562826,2000,0.00278951252646948,1.5775319635868073,8.064152279985137e-05,434.9130573272705,155553.88232380003
63,6,12288000,0.2190157026052475,0.008718750346209466,37.38917372158418,2000,0.002668666998637491,1.585205789655447,-0.00018771780651150038,532.9500503540039,155948.04445814033
64,6,12480000,0.18337401747703552,0.0069322919625847135,37.448486659831055,2000,0.002293405497839558,1.5918747670948505,7.54533343751973e-05,424.4293394088745,158627.60970648704
65,6,12672000,0.1791279911994934,0.006723958633301663,37.42179927788675,2000,0.002985844965924722,1.5979986116290092,0.0001998149557493889,403.0876588821411,156800.86601878123
66,6,12864000,0.20405423641204834,0.007947917030226867,37.26382544077933,2000,0.002951511568971909,1.6002453975379467,0.00013377872437558835,476.88666248321533,157747.79257058256
67,6,13056000,0.23655134439468384,0.009604167119202126,37.38937218859792,2000,0.002541095096212909,1.6024033278226852,-0.00012713991054624785,585.0580291748047,156077.3905725866
68,6,13248000,0.19769656658172607,0.007666667004135282,37.43828463988999,2000,0.0021476836538640784,1.6046989485621452,0.0001329901242570486,479.7665367126465,154654.14180892622
69,6,13440000,0.1813286542892456,0.006812500338734632,37.34080928533027,2000,0.002837192063200443,1.6063673943281174,0.00013628535725729307,462.5262031555176,156668.41456689718
70,6,13632000,0.2454432100057602,0.010046875470531328,37.47142957958082,2000,0.0027947585307750464,1.6081689223647118,-6.149627461127238e-05,612.7678279876709,156295.95937866197
71,6,13824000,0.22005631029605865,0.008744792072320706,37.363161411058776,2000,0.0021051846641424463,1.6146505177021027,-0.00010686419273042702,532.5773735046387,156839.39576365598
72,6,14016000,0.19225168228149414,0.007359375294981874,37.39305571342508,2000,0.002523258657389912,1.623652920126915,0.0001089337638404686,456.9614200592041,155739.7293219277
73,6,14208000,0.18933366239070892,0.007260416956948272,37.53023023988741,2000,0.002668100442586971,1.6273634396493435,2.3966362732608104e-05,481.58854961395264,156945.6967966702
74,6,14400000,0.20630356669425964,0.008083333668158351,37.49950870002309,2000,0.0024967907490233004,1.6318453177809715,0.00015721610543550923,500.4096899032593,156149.04471071195
75,6,14592000,0.18963173031806946,0.0072291670088209985,37.382120431400836,2000,0.0023647322999834916,1.6364633552730083,5.648852948070271e-06,464.70018672943115,156900.5921103727
76,6,14784000,0.18572880327701569,0.0070416669326126185,37.526100221394394,2000,0.0023386075951323925,1.6393934413790703,-5.107104698254261e-05,453.2072343826294,158222.1553429124
77,6,14976000,0.17750990390777588,0.006604166960945197,37.21808442783853,2000,0.0033453822509472955,1.6424952931702137,8.887012995728583e-06,423.5466299057007,154902.32369195853
78,6,15168000,0.17581979930400848,0.006572916915198827,37.371313668477036,2000,0.0026587998599522204,1.6441385596990585,0.00015625062223989516,409.292875289917,157622.71645422743
79,6,15360000,0.2056277096271515,0.008041667009213901,37.28180064602444,2000,0.002411207590797858,1.6484022252261639,-0.00021019498444729834,526.6924133300781,157652.79088966546
80,6,15552000,0.2257743924856186,0.009062500404373472,37.597057869657874,2000,0.0023774030034813525,1.6539325565099716,-0.00011164990473844227,575.2110252380371,156739.1329858358
81,6,15744000,0.18277522921562195,0.006932291977136629,37.52204651439873,2000,0.002462260908427197,1.6581350602209568,-0.0001814477936932235,471.009708404541,150338.33571799716
82,6,15936000,0.19049473106861115,0.007244791962875752,37.16446343374749,2000,0.0033543947041932065,1.6569090783596039,2.817026964407887e-05,487.8575716018677,156166.8835829752
83,6,16128000,0.18704690039157867,0.007098958698406932,37.26286732490795,2000,0.003318766769293385,1.654950823634863,-8.508580594934756e-05,475.52554512023926,154680.46644720263
84,6,16320000,0.22691433131694794,0.009119792050114484,37.42282725032419,2000,0.002389534183792421,1.6557254567742348,-0.0001556785796310578,593.9124946594238,157325.11538478377
85,6,16512000,0.17477379739284515,0.006500000283873912,37.460065286063276,2000,0.0029653872299598635,1.6595608443021774,-0.00020943735171385924,452.25701427459717,156478.3555040226
86,6,16704000,0.19571568071842194,0.007520833633558747,37.26096624741331,2000,0.0027454271129584715,1.663510225713253,-7.918794858596812e-05,512.0618438720703,157137.36433791812
87,6,16896000,0.20325149595737457,0.00790104206801819,37.27686986234039,2000,0.0024825242976949085,1.669239841401577,-7.755102967621497e-05,540.9082365036011,156832.2673579121
88,6,17088000,0.19525061547756195,0.007552083686581075,37.43968832679093,2000,0.001966211517210468,1.675407312810421,7.185173944890266e-05,524.0297174453735,125518.44281635068
89,6,17280000,0.22492899000644684,0.009000000411106157,37.234093203519784,2000,0.0020698658291900453,1.6796947792172432,9.901770317810588e-05,606.0392875671387,154071.36668015478
90,6,17472000,0.19587507843971252,0.007578125329018803,37.44712720873455,2000,0.0023813971761410353,1.6840780638158321,-0.00014724909033247968,545.6074514389038,155287.29585148397
91,6,17664000,0.1742536872625351,0.006494791884809577,37.44615434793135,2000,0.002744267721772,1.6886798590421677,-0.00012163296969447401,485.7033405303955,156038.0713960968
92,6,17856000,0.21257023513317108,0.008390625370642132,37.3542018661586,2000,0.002246974908099825,1.693715263158083,-0.0001493592187671311,583.3589820861816,156459.7472265214
93,6,18048000,0.1396099478006363,0.004770833516886341,37.419389840836324,2000,0.0028477830832453034,1.6995270624756813,7.441279331033002e-05,394.1160068511963,154401.38866276277
94,6,18240000,0.2295156568288803,0.009239583722470949,37.50804442012062,2000,0.002724471165551222,1.7098625786602497,-8.73379531185492e-05,641.4652194976807,154111.45338100364
95,6,18432000,0.18624776601791382,0.00708854203185183,37.48838138460027,2000,0.0022322331777719835,1.7152098082005978,5.9122347010998055e-05,499.9522342681885,154240.55076595742
96,6,18624000,0.18729642033576965,0.007130208677457024,37.392959989607334,2000,0.002342453321897968,1.720476720482111,-0.0001332867850578623,522.5862102508545,155538.18962515073
97,6,18816000,0.2016725391149521,0.007828125323309601,37.31500228432318,2000,0.0019036648974470154,1.7233193926513195,9.784100076615232e-05,550.1366004943848,155924.3465215646
98,6,19008000,0.2231808602809906,0.008932292113968288,37.355445623320215,2000,0.002242803329839565,1.7271291501820087,-0.00014519037972604565,615.9668140411377,155210.1130829423
99,6,19200000,0.21312105655670166,0.008421875386072012,37.55786624845738,2000,0.0023610432810334406,1.7293113358318806,-3.197805875743143e-05,595.4067344665527,156839.03485465917
100,6,19392000,0.19107288122177124,0.00731770864452604,37.467841488968894,2000,0.002504269517417318,1.7315162532031536,-5.1631159522003145e-05,513.9013547897339,158038.11458157384
101,6,19584000,0.20721186697483063,0.0081197920711323,37.32170293790599,2000,0.0025695447728309472,1.7370048090815544,9.564435343634159e-05,588.4703884124756,156113.53824690485
102,6,19776000,0.22706493735313416,0.009104167058467283,37.47671205519388,2000,0.0019215172050414064,1.7439130917191505,-6.862493000880932e-05,666.9430046081543,157766.64524994392
103,6,19968000,0.16844892501831055,0.006151041875151956,37.239396994477524,2000,0.0023659780099890967,1.7488217651844025,3.7769734944959055e-05,492.3674783706665,157869.14724031737
104,6,20160000,0.18583561480045319,0.007052083634941179,37.45163372376313,2000,0.0027157328754498548,1.750263150781393,-0.00013381895723796333,503.7383861541748,155848.94023213824
105,6,20352000,0.17756709456443787,0.006635416957578855,37.38204646203667,2000,0.0023754864481282615,1.7567243129014969,-9.544218664814252e-05,501.25072860717773,153284.5520407286
106,6,20544000,0.18511438369750977,0.007046875345622539,37.61041064777722,2000,0.0031671947013237516,1.7645200081169605,-4.021385439045844e-05,542.2096366882324,151079.28468151196
107,6,20736000,0.19300317764282227,0.0074427087135215215,37.524925433875374,2000,0.0025599222464879855,1.7682970203459263,9.422515677215415e-05,565.6561441421509,156951.83206008963
108,6,20928000,0.17758117616176605,0.006671875232617215,37.56198840526243,2000,0.003404015954287994,1.7737183272838593,0.00017155019941128558,521.6317071914673,157569.64707848418
109,6,21120000,0.20636549592018127,0.008093750396559093,37.499104116111994,2000,0.002281313172056495,1.777519553899765,-0.0002113352629748988,618.9641990661621,156407.9584189349
110,6,21312000,0.213918998837471,0.008447917044274314,37.41980294906534,2000,0.0022871643728067286,1.781049158424139,-0.00013771741305390606,635.1667346954346,156569.0090995789
111,6,21504000,0.19034525752067566,0.007317708621485508,37.538779539366566,2000,0.002567362399962197,1.7825672291219234,0.0001061635175574338,551.7044086456299,156415.2208306304
112,6,21696000,0.2055942714214325,0.00806770870318966,37.48653641343117,2000,0.0024514461223273734,1.7860277444124222,-0.0002001682939294369,612.5299377441406,157334.45551910877
113,6,21888000,0.1739007979631424,0.006463541962754486,37.327457376096085,2000,0.0019481719659791756,1.7916349992156029,6.443645906983875e-05,531.4935255050659,158176.14560469595
114,6,22080000,0.20236901938915253,0.007875000312803119,37.33064211784707,2000,0.0024555585958538967,1.7953799329698086,5.2349107590998756e-05,592.5474891662598,156445.0793000781
115,6,22272000,0.1863967627286911,0.007072917011100799,37.30147570930421,2000,0.0020837435482875056,1.7998446188867092,3.7331191833800403e-05,565.7929801940918,158557.4264342154
116,6,22464000,0.19263246655464172,0.007385417025943752,37.48863196745515,2000,0.0025886054994577233,1.808527648448944,0.00014058883016332402,589.781421661377,157823.89312533799
117,6,22656000,0.20425347983837128,0.007979167061421322,37.408969750026394,2000,0.002433117507675585,1.8143954649567604,-9.667037420513225e-05,615.927806854248,156707.96422988627
118,6,22848000,0.18435640633106232,0.007010417017833485,37.33933059529712,2000,0.002289351948245894,1.8186047784984112,-5.6784824664646294e-05,576.8651256561279,156025.49267250157
119,6,23040000,0.18715663254261017,0.007151042009960899,37.3888651865224,2000,0.0020418455354095687,1.8256241455674171,-0.00018092191976393224,567.6789474487305,156387.00637274643
120,6,23232000,0.21005307137966156,0.008255208727860008,37.32751286650697,2000,0.002502244841884628,1.8299440741539001,2.876421831388143e-05,608.7418518066406,158694.23198829053
121,6,23424000,0.18614615499973297,0.007072917002612182,37.38064890354872,2000,0.0025172132487544636,1.8327327705919743,3.800629383476917e-05,575.2850799560547,157389.36554223625
122,6,23616000,0.19630728662014008,0.007583333705648935,37.44856370550891,2000,0.00262364622503325,1.8369418680667877,-0.0001518188233831097,615.0488300323486,154588.1555627711
123,6,23808000,0.21710005402565002,0.00859895867203401,37.4131540649881,2000,0.002379911525312006,1.8417188338935375,-0.00011823424665635685,668.712797164917,158182.13935213318
