iter,stage,env_steps,mean_rew,success_rate,mean_depth_mm,ep_done,approx_kl,entropy,pol_loss,val_loss,steps_per_s
0,5,192000,6.787669658660889,0.24728126027427302,38.516961376803614,2000,0.005179437342332678,5.513327494263649,-0.0013218242864923013,5500.771667480469,107003.87362084528
1,5,384000,6.826765537261963,0.24869792971609664,38.47401017245526,2000,0.005737639685035295,5.504642650485039,-0.00014463149545917986,5273.750305175781,144396.31615705605
2,5,576000,6.875592231750488,0.24744272076228904,38.45920391070346,2000,0.0039670205306174475,5.502991408109665,-0.0010639852686153972,4309.8460693359375,143777.3096154761
3,5,768000,6.892462253570557,0.25054167840668623,38.44327243976295,2000,0.005286233771951324,5.5055045038461685,-0.0008984176056401338,4024.12931060791,142087.97865754596
4,5,960000,6.846214294433594,0.24964584368475093,38.475218086193,2000,0.005055141734919742,5.500819072127342,-0.0006524586842715507,4450.084060668945,143396.0763094094
5,5,1152000,6.884849548339844,0.2526718884825338,38.44252091227099,2000,0.004723841863936588,5.501995712518692,-0.0006142976790215471,4310.72119140625,143064.81037097756
6,5,1344000,6.929882526397705,0.2514270948486228,38.4487641005156,2000,0.004503474858477907,5.501099854707718,-0.001397888668179803,4092.7564086914062,143210.29956217113
7,5,1536000,6.853269577026367,0.24769792898344653,38.51449017661313,2000,0.005474684266000014,5.496595948934555,-0.0010732526820902422,4358.40478515625,143803.26357984229
8,5,1728000,6.877851963043213,0.24825521852411234,38.50145954762896,2000,0.004672179816504168,5.500259354710579,-0.0016292606578645064,4364.561813354492,143177.07576226606
9,5,1920000,6.892476558685303,0.2490208442529062,38.479994309445225,2000,0.004429463748771623,5.497172385454178,-0.0012409484315867303,3720.3239974975586,143802.56683940822
10,5,2112000,6.876031398773193,0.24750522184149304,38.52861921985944,2000,0.004631277361205624,5.498491108417511,-0.0010547320962359663,4111.534980773926,143157.43934083392
11,5,2304000,7.014997482299805,0.25286459471014194,38.52144012025868,2000,0.0043690034775451456,5.495532587170601,-0.0015743781832497916,3399.273910522461,144042.633557946
